Name,Link,Default Branch,SHA,Stargazers Count,Forks Count,Date
detro/ghostdriver,https://github.com/detro/ghostdriver,master,fe3063d52f47ec2781d43970452595c42f729ebf,1915,350,30/07/2022 19:48:09
watson-developer-cloud/assistant-with-discovery,https://github.com/watson-developer-cloud/assistant-with-discovery,master,db2d9fc032025388dd3141efa2c9dbb0f98b1e8d,147,351,30/07/2022 19:45:41
ZainZhao/HIS,https://github.com/ZainZhao/HIS,master,37fa826721f14d5618c26311b16d7b21554ed4ed,644,351,30/07/2022 19:48:09
joshlong/cloud-native-workshop,https://github.com/joshlong/cloud-native-workshop,master,b6b67c1e81fed1d26b5ffc2f476624ec88ed20e8,686,351,30/07/2022 19:48:09
Berkeley-CS61B/skeleton-sp19,https://github.com/Berkeley-CS61B/skeleton-sp19,master,f81312d8d4213a7da5d32b68cf8ed5685caf27a7,173,352,30/07/2022 19:45:53
SpongePowered/SpongeAPI,https://github.com/SpongePowered/SpongeAPI,api-8,743a27ffb106a6feff73a89d8d11d1ac657776f8,1106,352,30/07/2022 19:45:53
igvteam/igv,https://github.com/igvteam/igv,master,3c0170e8e5fa883f046b21d77149f9e9ef37b567,492,352,30/07/2022 19:45:53
sromku/android-simple-facebook,https://github.com/sromku/android-simple-facebook,master,793e8c6061419a9c1e55dede23c29ae50263a3ce,882,353,30/07/2022 19:45:41
ScienJus/smartqq,https://github.com/ScienJus/smartqq,master,053dadf36793dc86a13d00ac42fbe82c5b025683,1147,353,30/07/2022 19:45:41
MeteorDevelopment/meteor-client,https://github.com/MeteorDevelopment/meteor-client,master,158ee1b4d20c0299883d44651c4759feb2cc4c49,864,353,30/07/2022 19:45:53
jigsaw-projects/jigsaw-payment,https://github.com/jigsaw-projects/jigsaw-payment,master,04e7e24f8ad046064ca5625d1bbac5331585d131,649,353,30/07/2022 19:45:53
spring-projects/spring-shell,https://github.com/spring-projects/spring-shell,main,1ff802d8e044ac01aaeb0f9990020f9c704b5d04,568,354,30/07/2022 19:45:41
gwenshap/kafka-examples,https://github.com/gwenshap/kafka-examples,master,92bcfb7d9c5da408266facf53c38da1880df75a4,585,354,30/07/2022 19:45:41
Jay-Goo/RangeSeekBar,https://github.com/Jay-Goo/RangeSeekBar,master,905fd6ecd78a63ac8b6a0b88bead2a0ce42283b7,2192,354,30/07/2022 19:45:53
mc1arke/sonarqube-community-branch-plugin,https://github.com/mc1arke/sonarqube-community-branch-plugin,master,d1ebf815424e85c68b513fd33d357d8f781cb099,1352,356,30/07/2022 19:45:41
PacktPublishing/Java-Coding-Problems,https://github.com/PacktPublishing/Java-Coding-Problems,master,a4f210a161c00de93de70710c3a8f07ff1069e06,459,356,30/07/2022 19:45:41
magro/memcached-session-manager,https://github.com/magro/memcached-session-manager,master,716e147c9840ab10298c4d2b9edd0662058331e6,760,356,30/07/2022 19:45:41
oeljeklaus-you/UserActionAnalyzePlatform,https://github.com/oeljeklaus-you/UserActionAnalyzePlatform,master,0bd4e82948c067e796083f3fc9b929201a26fad3,773,356,30/07/2022 19:45:53
paoding-code/paoding-rose,https://github.com/paoding-code/paoding-rose,master,8b512704174dd6cba95e544c7d6ab66105cb8ec4,598,357,30/07/2022 19:45:41
apache/tez,https://github.com/apache/tez,master,5e31e4d970647aecba2b58e836ff65fedb144306,387,357,30/07/2022 19:45:53
ZhaoKaiQiang/KLog,https://github.com/ZhaoKaiQiang/KLog,master,490b0b55cb4ed6f10880053337634d77324de6b2,1868,358,30/07/2022 19:45:41
woowacourse/java-baseball-precourse,https://github.com/woowacourse/java-baseball-precourse,main,94764a7ab44346cc5ffa910e8ee544f0030238f1,37,359,30/07/2022 19:48:09
pents90/svg-android,https://github.com/pents90/svg-android,master,93711046426eeb78bde0075cd0946dceb5d6d49d,765,362,30/07/2022 19:45:41
netology-code/javaqa-code,https://github.com/netology-code/javaqa-code,master,72090ce76d5d720c70141fa6cd7b5c4ec52d6ab6,18,364,30/07/2022 19:48:09
LuoLiangDSGA/spring-learning,https://github.com/LuoLiangDSGA/spring-learning,master,bc60e349b4c573fb624230d068f7bb66a9e64736,429,365,30/07/2022 19:45:53
cmzalvin/giit,https://github.com/cmzalvin/giit,master,b108f45a30116f493cf3ab9d4909430bbc5826d6,3,370,30/07/2022 19:52:32
Haybu/examples,https://github.com/Haybu/examples,master,f069887256faba8a4351ccaa3394d97560cb1c13,1,370,30/07/2022 19:52:32
apsaltis/oryx,https://github.com/apsaltis/oryx,master,81759d87645e7c195e258763d02de9c97f26d69a,7,371,30/07/2022 19:52:32
executeautomation/cucumberbasic,https://github.com/executeautomation/cucumberbasic,master,7ae0b7f8b8e00d794a648ebe74c7c359a712a8b6,26,373,30/07/2022 19:52:32
saiwu-bigkoo/Android-AlertView,https://github.com/saiwu-bigkoo/Android-AlertView,master,c6f7b59ca7b2994b034871ca1e76a70bfe85e768,1391,373,30/07/2022 19:52:32
HCLEPS/platform-acceleration-movie-fun,https://github.com/HCLEPS/platform-acceleration-movie-fun,master,6c5645c8b16a981e5a7f2b4a7bd899dff18f5cc1,0,373,30/07/2022 19:52:32
openlookeng/hetu-core,https://github.com/openlookeng/hetu-core,master,f2e3f3d27aec8ac92e8f2545467df5069544ec78,509,373,30/07/2022 19:52:32
pravega/pravega,https://github.com/pravega/pravega,master,7e3f9455781e63d93b5664fce52235989e42dc8a,1766,373,30/07/2022 19:52:32
fusesource/mqtt-client,https://github.com/fusesource/mqtt-client,master,1cd73d119477b2247a76cab132e35a7b60015b15,1224,374,30/07/2022 19:52:32
zzz40500/AndroidSweetSheet,https://github.com/zzz40500/AndroidSweetSheet,master,221317862bda3fe14c9ada4ff4249496d35f6752,2065,374,30/07/2022 19:52:32
damianszczepanik/cucumber-reporting,https://github.com/damianszczepanik/cucumber-reporting,master,9cef7bcd21aa4581be8e3412f49a86c8e5e972ae,493,374,30/07/2022 19:52:32
chengzhx76/weixin-shop-spring-cloud,https://github.com/chengzhx76/weixin-shop-spring-cloud,master,c14c68b553f7b02b98b4dfb2b163789639d756bc,741,375,30/07/2022 19:52:32
dunwu/db-tutorial,https://github.com/dunwu/db-tutorial,master,258eee576919b7372899cd83c23ad56492980f7f,2620,375,30/07/2022 19:52:32
rcarz/jira-client,https://github.com/rcarz/jira-client,master,868a5ca8977e0c13b792aeed7a793d55cea743ec,451,375,30/07/2022 19:52:32
hamcrest/JavaHamcrest,https://github.com/hamcrest/JavaHamcrest,master,76eb0021a30e4838237ed7df18a5cf583ae9fec6,1993,375,30/07/2022 19:52:32
zhangkaitao/spring4-showcase,https://github.com/zhangkaitao/spring4-showcase,master,3ddf718538a49844a3f66a404a0db83fe3a8e6e7,386,376,30/07/2022 19:44:50
azure-devops/javawebappsample,https://github.com/azure-devops/javawebappsample,master,1f2b54f05d8e81cfe300a64c5fd6e3b794e07272,12,376,30/07/2022 19:45:41
write2munish/Akka-Essentials,https://github.com/write2munish/Akka-Essentials,master,1ddb0eed9ea5009f41adfd6b4ff492145da26a0e,709,376,30/07/2022 19:52:32
stevenhalim/cpbook-code,https://github.com/stevenhalim/cpbook-code,master,f8f34ba6f096d30360f48575405ae99e764f41f7,1426,376,30/07/2022 19:52:32
event-storming/reqres_products,https://github.com/event-storming/reqres_products,master,53d35720c298fbc62a4be8a7a1d1f0a9cdf1611e,3,377,30/07/2022 19:45:53
codepath/android-booksearch-exercise,https://github.com/codepath/android-booksearch-exercise,master,d46ac6bcc521c7917e67adddfb6bf42435b3c329,41,377,30/07/2022 19:45:53
apache/ant,https://github.com/apache/ant,master,f6a3d456ef92b3457f465724eff4388e7d1b775f,335,377,30/07/2022 19:52:32
camelinaction/camelinaction2,https://github.com/camelinaction/camelinaction2,master,0f07f42a6cc078eba5e7d9c88e11b31fd4a837d8,542,378,30/07/2022 19:52:32
willowtreeapps/spruce-android,https://github.com/willowtreeapps/spruce-android,master,06924982d71c5fa73582678e4331a3f88e0b92dc,3709,378,30/07/2022 19:52:32
ByteLegendQuest/remember-brave-people,https://github.com/ByteLegendQuest/remember-brave-people,main,09cd8ced93f02ff6b0e599cdd7780abfbff2efd6,52,378,30/07/2022 19:52:32
nekocode/CameraFilter,https://github.com/nekocode/CameraFilter,master,0062da6aea0a70868d2ed46f4572c9f7d5cf941c,2065,378,30/07/2022 19:52:32
pingpongboss/StandOut,https://github.com/pingpongboss/StandOut,master,0ed141188abda5743fa85b1fcdeb54cebd55af2e,1233,378,30/07/2022 19:52:32
jaredrummler/AndroidProcesses,https://github.com/jaredrummler/AndroidProcesses,master,98f8283fd4624680ff7c84a598ecc0c54a6eead3,1783,378,30/07/2022 19:52:32
dremio/dremio-oss,https://github.com/dremio/dremio-oss,master,d41cb52143b6b0289fc8ed4d970bfcf410a669e8,1097,379,30/07/2022 19:52:32
alura-cursos/webservices-rest-com-jaxrs-e-jersey,https://github.com/alura-cursos/webservices-rest-com-jaxrs-e-jersey,master,000c68d6271d8ba9a6a6e8c1be6580edfeeb5f02,15,379,30/07/2022 19:52:32
undera/jmeter-plugins,https://github.com/undera/jmeter-plugins,master,73c9109a71d97f46a5a6a39e7b05df7818706c19,497,379,30/07/2022 19:52:32
elvishew/xLog,https://github.com/elvishew/xLog,master,1de2fdcd28ca74769fa0a26b2672d447ed3d0320,2647,379,30/07/2022 19:52:32
andreiled/mipt-cs-4sem,https://github.com/andreiled/mipt-cs-4sem,master,4a94515e4ec85808891b58037c8041afb90b069b,114,380,30/07/2022 19:44:50
OWASP/SecurityShepherd,https://github.com/OWASP/SecurityShepherd,dev,c96712026d76a9a3ecf04d914cff080fa79720bb,1057,380,30/07/2022 19:44:50
wycm/zhihu-crawler,https://github.com/wycm/zhihu-crawler,3.0,f9eb6def1ae4798d26132127151eca28b6caad5b,901,381,30/07/2022 19:44:50
bethrobson/Head-First-Java,https://github.com/bethrobson/Head-First-Java,master,0eb013ed0a75c1270ed2e113eff559abfa66f086,480,381,30/07/2022 19:44:50
fanrunqi/MaterialLogin,https://github.com/fanrunqi/MaterialLogin,master,84e172cda04800223f83645487fa58c7829a8408,1943,381,30/07/2022 19:44:50
alipay/alipay-easysdk,https://github.com/alipay/alipay-easysdk,master,eac46450971d094e8cfb1c183da1080ca53d75b9,827,382,30/07/2022 19:44:50
shekhargulati/java8-the-missing-tutorial,https://github.com/shekhargulati/java8-the-missing-tutorial,master,bb31c1d7d2bb60589f294c896c044b763c97a906,1565,382,30/07/2022 19:44:50
spring-projects/spring-amqp-samples,https://github.com/spring-projects/spring-amqp-samples,main,14a803637b99084491ef5d4f529c48c9efd7b665,553,382,30/07/2022 19:52:32
dfserrano/LonelyTwitterRefactoring,https://github.com/dfserrano/LonelyTwitterRefactoring,master,a5967fe8a303461a0355aa57d02ed456314c0e97,0,383,30/07/2022 19:44:50
joscha/play-authenticate,https://github.com/joscha/play-authenticate,master,46ecb57dfb6e42f609d3cd79d6c507e90f247372,811,383,30/07/2022 19:44:50
tuesda/CircleRefreshLayout,https://github.com/tuesda/CircleRefreshLayout,master,92a27db47ddb07d6e034e2abf93c34332b7aefce,1795,383,30/07/2022 19:44:50
lamster2018/EasyProtector,https://github.com/lamster2018/EasyProtector,master,bbbd02016513a91784aebd1e9ecbcad2eff6f47b,1896,383,30/07/2022 19:44:50
warkiz/IndicatorSeekBar,https://github.com/warkiz/IndicatorSeekBar,master,1a6a8a666aa382411f89296911bd1ab157b91dab,1941,383,30/07/2022 19:44:50
Baeldung/stackify,https://github.com/Baeldung/stackify,master,8e84872a1d27a10d08b75fdbcceff092e74637dc,94,383,30/07/2022 19:52:32
algorithm004-01/algorithm004-01,https://github.com/algorithm004-01/algorithm004-01,master,2d06964bd86a0bc1d13237cf0af84109fe3edfb1,981,384,30/07/2022 19:44:50
apolloconfig/apollo-use-cases,https://github.com/apolloconfig/apollo-use-cases,master,a70077ffa52bec2335889fd4829fd4bf9650c4fa,896,384,30/07/2022 19:44:50
itfsw/mybatis-generator-plugin,https://github.com/itfsw/mybatis-generator-plugin,master,5f91961a838b0cf594d9c03f992672ebfdcc9fc8,1219,384,30/07/2022 19:44:50
googlearchive/android-RecyclerView,https://github.com/googlearchive/android-RecyclerView,master,9ae5e6e222492a98012595a28eaebdb666f71848,681,385,30/07/2022 19:44:50
hantsy/spring-reactive-sample,https://github.com/hantsy/spring-reactive-sample,master,825a0a911b50e91886ffeba040735a405b12f8df,1097,385,30/07/2022 19:44:50
coderbruis/JavaSourceCodeLearning,https://github.com/coderbruis/JavaSourceCodeLearning,master,a892201439d38587dea8b65266324c4cd2b394d3,2218,385,30/07/2022 19:44:50
guomzh/msc-Demo,https://github.com/guomzh/msc-Demo,master,bf9a457239e7056f2e571fcffb334f833516b870,0,387,30/07/2022 19:44:50
twitter/elephant-bird,https://github.com/twitter/elephant-bird,master,3ae48b10bc56b2d66de45739ef7d6aad821c06e0,1129,387,30/07/2022 19:44:50
philipsorst/angular-rest-springsecurity,https://github.com/philipsorst/angular-rest-springsecurity,master,64569e066ceed122976c5aaa1734f10d5bd8c05b,629,388,30/07/2022 19:44:50
clowwindy/ShadowVPNAndroid,https://github.com/clowwindy/ShadowVPNAndroid,master,8c51bff1ada1a35e4296661cfe8d2b6cedb69ca5,308,388,30/07/2022 19:44:50
hehonghui/AndroidEventBus,https://github.com/hehonghui/AndroidEventBus,master,731f8836fc22f6bbcb6bf3cedf703284951601d6,1596,388,30/07/2022 19:44:50
petrnohejl/android-templates-and-utilities,https://github.com/petrnohejl/android-templates-and-utilities,master,8cb70ed6f6daa1f3dd62bd55aa7ac139c22bf3ce,1101,388,30/07/2022 19:44:50
