name,link,Default Branch,SHA,Stargazers Count,Forks Count,Date,Maven,Gradle,Travis CI,Github Actions
jenkinsci/slack-plugin,https://github.com/jenkinsci/slack-plugin,master,cc76de651b730cba17d18672b33bd7b2411c7321,651,408,21/07/2022 16:38:55,pom.xml;,,,.github/workflows/cd.yaml;
wso2/wso2-synapse,https://github.com/wso2/wso2-synapse,master,570412507383569ea4f9139fbf688e01fb106b56,59,410,21/07/2022 16:38:55,modules/commons/pom.xml;modules/core/pom.xml;modules/coverage-report/pom.xml;modules/distribution/pom.xml;modules/experimental/pom.xml;modules/extensions/pom.xml;modules/features/org.apache.synapse.samples.feature/pom.xml;modules/features/org.apache.synapse.transport.fix.feature/pom.xml;modules/features/org.apache.synapse.transport.nhttp.feature/pom.xml;modules/features/org.apache.synapse.transport.vfs.feature/pom.xml;modules/features/org.apache.synapse.transport.vfs.smb.feature/pom.xml;modules/features/org.apache.synapse.transport.vfs.smb2.feature/pom.xml;modules/features/org.apache.synapse.wso2.feature/pom.xml;modules/features/pom.xml;modules/handler/pom.xml;modules/integration/pom.xml;modules/migrator/pom.xml;modules/packaging/package-archetype/pom.xml;modules/packaging/package-archetype/src/main/resources/archetype-resources/pom.xml;modules/packaging/package-skeleton/pom.xml;modules/patches/pom.xml;modules/samples/pom.xml;modules/securevault/pom.xml;modules/tasks/pom.xml;modules/transports/core/nhttp/pom.xml;modules/transports/core/pipe/pom.xml;modules/transports/core/vfs/pom.xml;modules/transports/optional/fix/pom.xml;modules/transports/pom.xml;modules/war/pom.xml;modules/xar-maven-plugin/pom.xml;pom.xml;,,.travis.yml;,.github/workflows/apim.yml;.github/workflows/coverage.yml;.github/workflows/maven.yml;
geonetwork/core-geonetwork,https://github.com/geonetwork/core-geonetwork,main,f895e34f4671f42e7f8690feaf540bbb178ad43e,308,434,21/07/2022 16:38:52,cachingxslt/pom.xml;common/pom.xml;core/pom.xml;csw-server/pom.xml;docs/pom.xml;docs/schema-doc/pom.xml;doi/pom.xml;domain/pom.xml;es/es-dashboards/pom.xml;es/pom.xml;estest/pom.xml;events/pom.xml;harvesters/pom.xml;healthmonitor/pom.xml;index/pom.xml;inspire-atom/pom.xml;integration-test/pom.xml;jmeter/pom.xml;listeners/pom.xml;messaging/pom.xml;oaipmh/pom.xml;pom.xml;release/pom.xml;schemas-test/pom.xml;schemas/csw-record/pom.xml;schemas/dublin-core/pom.xml;schemas/iso19110/pom.xml;schemas/iso19115-3.2018/pom.xml;schemas/iso19139/pom.xml;schemas/pom.xml;schemas/schema-core/pom.xml;sde/pom.xml;services/pom.xml;slave/pom.xml;web-ui/pom.xml;web/pom.xml;workers/camelPeriodicProducer/pom.xml;workers/pom.xml;workers/wfsfeature-harvester/pom.xml;wro4j/pom.xml;,docker/gn-cas-ldap/cas/cas-overlay-template-6.2/build.gradle;docker/gn-cas-ldap/cas/cas-overlay-template-6.2/gradle/dockerjib.gradle;docker/gn-cas-ldap/cas/cas-overlay-template-6.2/gradle/springboot.gradle;docker/gn-cas-ldap/cas/cas-overlay-template-6.2/gradle/tasks.gradle;docker/gn-cas-ldap/cas/cas-overlay-template-6.2/settings.gradle;,docker/gn-cas-ldap/cas/cas-overlay-template-6.2/.travis.yml;,.github/workflows/codeql-analysis.yml;.github/workflows/linux.yml;.github/workflows/sonarcloud.yml;
open-keychain/open-keychain,https://github.com/open-keychain/open-keychain,master,6f38af15828e07f0186109a89b7aa57f54101cfa,1722,457,21/07/2022 16:39:00,,OpenKeychain/build.gradle;build.gradle;extern/MaterialChipsInput/build.gradle;nfcsweetspot/build.gradle;settings.gradle;sshauthentication-api/build.gradle;,,.github/workflows/android-ci.yml;.github/workflows/gradle-publish.yml;.github/workflows/gradle-wrapper-validation.yml;
neo4j-contrib/neo4j-apoc-procedures,https://github.com/neo4j-contrib/neo4j-apoc-procedures,4.4,ccc6305402d3ae91b77edb183963e3da8d2e2596,1503,458,21/07/2022 16:38:48,docs/pom.xml;,build.gradle;core/build.gradle;docs/build.gradle;docs/settings.gradle;extra-dependencies/bolt/build.gradle;extra-dependencies/bolt/settings.gradle;extra-dependencies/build.gradle;extra-dependencies/couchbase/build.gradle;extra-dependencies/couchbase/settings.gradle;extra-dependencies/email/build.gradle;extra-dependencies/email/settings.gradle;extra-dependencies/hadoop/build.gradle;extra-dependencies/hadoop/settings.gradle;extra-dependencies/mongodb/build.gradle;extra-dependencies/mongodb/settings.gradle;extra-dependencies/nlp/build.gradle;extra-dependencies/nlp/settings.gradle;extra-dependencies/redis/build.gradle;extra-dependencies/redis/settings.gradle;extra-dependencies/selenium/build.gradle;extra-dependencies/selenium/settings.gradle;extra-dependencies/settings.gradle;extra-dependencies/xls/build.gradle;extra-dependencies/xls/settings.gradle;full/build.gradle;processor/build.gradle;settings.gradle;test-startup/build.gradle;test-utils/build.gradle;,,.github/workflows/CI.yaml;.github/workflows/auto-cherry-pick.yml;
google/open-location-code,https://github.com/google/open-location-code,main,8a4173398f7e362e61aa9ce418b5cd248f99ffe4,3677,464,21/07/2022 16:38:48,java/pom.xml;,android_demo/android/build.gradle;android_demo/build.gradle;android_demo/settings.gradle;,,.github/workflows/main.yml;
centic9/jgit-cookbook,https://github.com/centic9/jgit-cookbook,master,9ecaddcb98098327faeee2bbcb725abcdb714d0d,1486,466,21/07/2022 16:38:48,pom.xml;,build.gradle;httpserver/build.gradle;,.travis.yml;,.github/workflows/gradle-build.yml;
mate-academy/jv-array-list,https://github.com/mate-academy/jv-array-list,master,342edb885e70ac140feed8a1c17e8d13b3102eb8,0,483,21/07/2022 16:38:55,pom.xml;,,,.github/workflows/ci.yml;
spring-projects/spring-data-rest,https://github.com/spring-projects/spring-data-rest,main,6030f857e3097ba5cda56367cab5877984899970,811,508,21/07/2022 16:38:50,pom.xml;spring-data-rest-core/pom.xml;spring-data-rest-distribution/pom.xml;spring-data-rest-hal-explorer/pom.xml;spring-data-rest-tests/pom.xml;spring-data-rest-tests/spring-data-rest-tests-core/pom.xml;spring-data-rest-tests/spring-data-rest-tests-geode/pom.xml;spring-data-rest-tests/spring-data-rest-tests-jpa/pom.xml;spring-data-rest-tests/spring-data-rest-tests-mongodb/pom.xml;spring-data-rest-tests/spring-data-rest-tests-security/pom.xml;spring-data-rest-tests/spring-data-rest-tests-shop/pom.xml;spring-data-rest-webmvc/pom.xml;,,,.github/workflows/project.yml;
microservices-demo/queue-master,https://github.com/microservices-demo/queue-master,master,cc7562cc9d138637e2a98b8659942e4d451f61bd,5,515,21/07/2022 16:38:50,pom.xml;,,.travis.yml;,.github/workflows/main.yml;
amzn/selling-partner-api-models,https://github.com/amzn/selling-partner-api-models,main,7127fcf2a1b340e10b0faaaa7ed5c92efb1a26fb,344,515,21/07/2022 16:38:50,clients/sellingpartner-api-aa-java/pom.xml;clients/sellingpartner-api-documents-helper-java/pom.xml;,clients/sellingpartner-api-documents-helper-java/build.gradle;clients/sellingpartner-api-documents-helper-java/settings.gradle;,,.github/workflows/closing_inactive_issues.yml;
